loan_id,principal_loan_amount,request_date,interest_rate,loan_channel,is_approved,is_default,customer_monthly_income,customer_age,customer_gender,customer_credit_score,customer_zip_code
d5240972-777a-497e-a697-d498b52838a5,7280,2023-03-10,8.5,WEB,TRUE,,5160,23,Female,5,10006
d6c256e2-9201-4446-9fff-0442df15963d,9150,2023-01-24,9,MOBILE_APP,TRUE,,3120,58,Female,4,10009
dda68cb0-6c6a-4fc0-bc87-80c41f66e6c6,3460,2023-03-02,8,AGENT,,,2290,56,Male,1,10009
d81ff873-10eb-4153-b1fc-1f340ed48ff9,5350,2023-02-07,8.5,DIRECT_SELLING,TRUE,,4400,28,Female,2,10004
6cebfa58-3591-4719-b94d-bfa3614ae2c2,2530,2023-02-01,8,DIRECT_SELLING,TRUE,,5260,31,Female,4,10004
c6961de1-e2a8-4a32-a4a8-582d6d9f75a7,11400,2023-01-08,9.5,WEB,TRUE,,5620,41,M,4,10008
fe2019e8-896b-41d8-994c-b9e4ad787b8f,12600,2023-05-18,10,WEB,TRUE,TRUE,5360,34,Male,4,10002
4faacf83-6f29-44ea-a771-f667ab6f697f,8040,2023-04-12,9,DIRECT_SELLING,TRUE,,2870,24,Female,4,10003
1fdaf4b8-af72-4102-9f36-a7601c56657e,9330,2023-05-05,9,AGENT,,,3370,53,Female,1,10007
8c54ce0a-8e6c-4b37-a522-fa0cc11b8817,5790,2023-06-10,8.5,WEB,TRUE,,2200,59,Male,4,10003
02889454-f367-4f42-bce4-863f414933f3,12380,2023-02-22,9.5,AFFILIATE,,,2780,30,Female,2,10006
bf309bc6-2866-4273-b1c7-3e26b4ca29a2,9750,2023-04-14,9,WEB,TRUE,,5940,37,Male,3,10004
62c27a97-f87a-447f-9c96-1a82cb3379fd,3440,2023-05-14,8,WEB,TRUE,,2800,40,Male,3,10008
7de4ef5d-c3ed-4c7d-af29-ba6383743b4c,14040,2023-02-08,10,DIRECT_SELLING,,,5690,50,Female,2,10007
b5d0b61c-8562-43bd-a0dd-e99fb2e2f260,11740,2023-06-29,9.5,AGENT,TRUE,,3100,48,Male,4,10006
b8934235-870a-43c8-aa46-28b57bbda169,11060,2023-04-03,9.5,MOBILE_APP,TRUE,,3600,51,Female,5,10003
ff7d31cd-66f1-483e-8c35-730d75969fd8,7040,2023-04-29,8.5,WEB,TRUE,TRUE,3000,57,Male,4,10003
c36a1a42-e0e2-4476-9183-16444f9b3c34,13090,2023-03-25,10,MOBILE_APP,TRUE,,4710,49,Female,3,10003
0d260135-baa6-4683-a9ef-e78622786bf4,8170,2023-04-15,9,MOBILE_APP,TRUE,,6420,23,Female,2,10008
7b90809e-601b-4b9c-a9a7-359ad17c399a,2370,2023-04-07,7.5,AFFILIATE,TRUE,,3600,58,Female,3,10005
fe248d9d-6f8b-41b4-bd12-739ffb11f778,5500,2023-01-22,8.5,AFFILIATE,TRUE,,4380,53,Male,4,10009
4a8acf4e-b106-4cec-bc2f-0fc48844cbbc,9450,2023-02-20,9,AGENT,TRUE,,4150,36,Female,4,10004
506c46e8-ca84-4bcb-8323-9a1cf78f343b,5520,2023-05-07,8.5,DIRECT_SELLING,TRUE,,6470,54,Female,3,10004
d0df1a45-e33b-4199-81a5-385fcd3e4dcc,13500,2023-06-14,10,AGENT,TRUE,,3830,44,Female,5,10005
b78cfa04-ec97-47bb-add6-85c2fd9ae994,11460,2023-06-15,9.5,DIRECT_SELLING,TRUE,,3980,35,Female,4,10003
238c5695-16e0-4d07-9a03-a3d930174d0e,2120,2023-04-13,7.5,MOBILE_APP,TRUE,,3080,58,Female,2,10004
2ce39d3c-bd2f-4df8-a816-d4423d196d4c,8080,2023-05-23,9,MOBILE_APP,TRUE,,4440,44,Male,2,10008
60670008-fbf6-4057-b1fc-ee0fcd2d60a8,11420,2023-06-02,9.5,AGENT,,,3500,38,Female,0,10004
87748945-0a20-4f83-9e73-fc745bb3cf19,13450,2023-02-17,10,AGENT,TRUE,,5250,48,Male,5,10008
65ad3f46-6087-4836-b3be-0ef795c26833,7110,2023-05-22,8.5,AFFILIATE,,,4570,45,Male,0,10008
f15358a3-2951-485a-b6f2-413ae5114b5f,14230,2023-05-24,10,AGENT,TRUE,,2950,31,Female,3,10003
bdab2733-355e-4fe2-b0a1-28b10266c9c5,5910,2023-06-09,8.5,AGENT,TRUE,,6360,51,Male,5,10006
2dd52d26-d59f-4bee-be0f-fc54c34339dc,6400,2023-05-28,8.5,AGENT,,,5320,44,Male,1,10003
f4afd38b-acf3-4f82-82bc-1a7fab4d9927,11360,2023-03-20,9.5,WEB,TRUE,,5010,52,Female,4,10004
20231b02-6726-4f73-997b-0ba4d30ae26b,1550,2023-06-07,7.5,AGENT,TRUE,,5490,41,Female,2,10003
3143b5c5-5217-41be-b286-68e02e3bf631,8240,2023-02-24,9,AGENT,TRUE,,4780,50,Female,3,10006
f040331b-f87f-4d55-b4dd-271e9a1b7032,12080,2023-03-06,9.5,WEB,TRUE,,2980,31,Male,3,10003
70c0df1f-1041-4c68-b409-b6091d20f0ee,14780,2023-01-03,10,ANDROID_V2,TRUE,,4230,22,F,5,10005
25076111-0733-4b4e-83c4-44a1024746e9,14790,2023-02-18,10,AGENT,TRUE,,2060,59,Male,5,10003
94d0828c-16d4-4530-b81b-cd4330f7f457,1150,2023-05-13,7.5,WEB,,,4760,37,Male,1,10004
39b533e9-5519-41a2-8db6-fe0f8680ee38,13280,2023-03-08,10,AGENT,TRUE,,5200,33,Female,5,10003
7816000a-b3f4-4b5d-b241-37c1520280f6,12200,2023-03-16,9.5,AGENT,TRUE,,5120,47,Female,5,10008
43599945-7b95-42bc-a400-b854b8d129ce,12450,2023-01-16,9.5,DIRECT_SELLING,TRUE,,5440,46,Female,4,10008
78208130-4f8a-4127-9b44-47499d5ae973,9400,2023-06-24,9,MOBILE_APP,TRUE,,3680,43,Female,4,10007
ec3a523c-bc20-440f-8ad3-683777f64d08,2670,2023-05-31,8,AGENT,TRUE,,3720,41,Male,5,10004
21657d8e-61b5-4ca1-8f3c-645534ca0b4d,7420,2023-05-27,8.5,AGENT,,,2340,57,Female,0,10006
ce573492-7ff2-4937-bbb6-8a59e1bcd5d3,9110,2023-04-02,9,AFFILIATE,TRUE,,2050,34,Female,4,10005
3cbb51ee-4791-47a8-9dbc-87c5bb47b7bb,3210,2023-04-22,8,AGENT,TRUE,,6260,28,Female,5,10006
95155f27-a7ac-40e3-afd3-e9d0cdac7167,6880,2023-01-20,8.5,AGENT,TRUE,,4910,43,Female,2,10008
e7cc0584-65c2-47df-b2f2-d4d2bed27722,8360,2023-03-11,9,AFFILIATE,TRUE,,2520,54,Female,3,10004
a57ec3ec-19bf-4c77-9b3b-445571b1ae12,10840,2023-05-29,9.5,WEB,TRUE,,2380,22,Male,5,10005
bd93bbef-f907-4a9f-8f86-4cf614d2515f,13150,2023-04-02,10,AGENT,TRUE,,5180,57,Female,5,10009
5da2e73c-e817-4bbe-aea6-28f98271e607,8360,2023-01-07,9,WEB,TRUE,,6070,51,M,3,10004
994ccdd2-50d0-4fad-8f95-a6f5300766ab,12000,2023-06-02,9.5,MOBILE_APP,TRUE,,3440,25,Male,2,10008
723251db-6749-437c-a26a-65c8e2e33b12,3930,2023-01-29,8,WEB,TRUE,,3270,29,Female,3,10007
a710f6eb-1c83-4ade-b032-83aab7210e39,2150,2023-03-15,7.5,DIRECT_SELLING,,,3510,23,Female,3,10008
fd953461-e539-45dc-9fbf-0b0cc7bda811,13580,2023-06-09,10,AFFILIATE,,,3860,49,Female,2,10009
d16c9e34-3734-4025-b75d-08ea2936c458,5580,2023-04-11,8.5,MOBILE_APP,TRUE,,4830,28,Male,3,10008
79b2408a-d4ca-4ca2-b48e-11d405118f0d,4620,2023-05-04,8,WEB,TRUE,,4740,45,Female,4,10008
14795e27-c7ca-4412-815c-7244e1f8981a,11290,2023-05-15,9.5,WEB,TRUE,,3030,23,Male,3,10007
a30ab001-af56-483c-b7b6-03ef925b7484,9180,2023-01-22,9,ANDROID_V3,TRUE,,4010,54,Female,5,10006
23cf8c4f-c96f-4b96-a06d-9ba27779a177,1110,2023-03-26,7.5,WEB,TRUE,TRUE,2800,47,Female,5,10002
1ed3ddd3-c0b9-4e9b-a549-e53fb2c8b497,8020,2023-03-11,9,AGENT,TRUE,,4390,50,Female,4,10005
0927b665-4ee2-4a7a-9e63-a35655b84928,11760,2023-03-04,9.5,AFFILIATE,TRUE,,5040,33,Male,5,10004
6f0ef663-b5bd-45ea-ac56-107f5262e142,3750,2023-05-23,8,WEB,TRUE,TRUE,4500,32,Female,5,10001
90559f30-e71e-4900-bb97-3c5a0e2b069a,12540,2023-05-14,10,WEB,,,6280,48,Female,0,10007
18fe9135-6f59-4756-85b9-5742f51f20ba,13460,2023-02-15,10,WEB,TRUE,,3750,53,Female,5,10006
742514ff-2b85-40df-b444-04044e579362,14290,2023-01-07,10,MOBILE_APP,,,4430,58,M,3,10008
696a052b-89eb-4aea-b9e9-1fb9b3de13b8,8140,2023-02-11,9,WEB,TRUE,,3750,38,Female,3,10005
2672301b-22f0-4f89-80c8-a42f058d4dbc,7300,2023-05-13,8.5,AGENT,TRUE,,4270,59,Male,4,10003
8c5eed74-b3e7-4434-97e7-27846c5828c8,14290,2023-03-21,10,AFFILIATE,,,4450,26,Female,3,10006
ad1914b3-57e9-4271-8dfb-d6e0cd3a55b9,6860,2023-06-10,8.5,AFFILIATE,TRUE,,2190,22,Female,5,10008
5cadec25-10cf-4c2b-81c8-28fd6c816316,6530,2023-04-21,8.5,DIRECT_SELLING,TRUE,,3760,58,Male,5,10004
b83ab988-7aca-4438-937d-c07e9327f595,3250,2023-04-02,8,AGENT,,,3220,38,Female,1,10004
b457ebd0-e27f-4e7b-9ec4-b210aa3f4b0e,3580,2023-01-21,8,DIRECT_SELLING,TRUE,,3980,53,Male,5,10004
435f8c97-e588-4027-bfac-dddcacd5b4b3,14820,2023-04-01,10,MOBILE_APP,TRUE,,6240,24,Female,4,10005
8a57997c-e69b-4219-acfd-7f87665f0a30,13130,2023-06-24,10,AGENT,TRUE,,4180,31,Male,4,10003
c8516cb7-85b1-4553-ada6-3cef08d47d50,10390,2023-04-12,9.5,AGENT,TRUE,,6060,34,Male,3,10003
a39f9096-6079-4471-a446-df1ba4f0c40c,7140,2023-05-15,8.5,MOBILE_APP,TRUE,,5030,32,Male,3,10009
40e0fafa-b46f-4b82-b908-b010ab5ac05e,7760,2023-03-17,9,AGENT,TRUE,,3850,45,Male,5,10003
1a07bac5-428a-4b4f-b825-66001887124d,11900,2023-01-19,9.5,AFFILIATE,TRUE,,2900,47,Female,5,10009
2ee442e6-852e-4a53-85e9-3d9ab37a80a0,11560,2023-04-04,9.5,AFFILIATE,,,5300,53,Female,1,10005
ffb1cb8e-0d4b-499b-9eab-808bacb3053d,11220,2023-03-18,9.5,AGENT,,,4000,28,Male,0,10007
1093169e-c5d2-4e20-acd9-fb13e3489b33,9000,2023-04-29,9,DIRECT_SELLING,TRUE,,2580,35,Male,4,10006
36f41c92-6e2b-4d40-9f7b-6db95ee8fa9e,7140,2023-01-31,8.5,AGENT,,,2590,40,Male,0,10006
27c7c8dc-3bf7-419f-bdd1-fcf5b0c4d0d2,9530,2023-05-12,9,AGENT,TRUE,,2260,40,Male,5,10009
d55e126e-d39b-4190-b003-f383ecd794e7,2780,2023-04-10,8,AFFILIATE,TRUE,,4380,54,Female,3,10004
21ffed88-08ff-41cc-972d-5816cfab9c3d,1250,2023-05-19,7.5,WEB,TRUE,,5260,52,Female,5,10003
19563863-e9f5-4106-94b5-15e4212b40c9,4230,2023-02-05,8,MOBILE_APP,TRUE,,5260,31,Female,4,10006
e2419d57-84b8-4485-8231-af9d8338e000,9970,2023-04-11,9,AFFILIATE,TRUE,,5770,58,Female,5,10005
5536120f-061b-4cc9-b755-4b7a2810bd4b,1590,2023-03-21,7.5,DIRECT_SELLING,,,2460,56,Female,2,10008
33cfccef-b1ad-49ca-98d1-86912069effd,1430,2023-04-01,7.5,AGENT,TRUE,,5680,48,Female,4,10006
b7ed8425-7296-46c2-bee7-3a11bb7cc3a7,10540,2023-05-06,9.5,WEB,TRUE,,3080,34,Male,4,10004
6f06f857-3643-4343-a799-f89c98abca2a,12160,2023-01-14,9.5,AGENT,,,2430,57,Female,3,10005
dd6e79b3-0edb-489e-9649-2cbc5296e60c,1980,2023-04-22,7.5,DIRECT_SELLING,TRUE,,5620,26,Female,3,10005
24ac7326-1a04-4d88-be95-67d6449b110d,13420,2023-02-18,10,DIRECT_SELLING,TRUE,,2270,52,Female,3,10004
2721d598-13ea-47ac-aafe-b1f036f63fb2,10290,2023-06-01,9.5,WEB,TRUE,TRUE,3310,31,Female,5,10001
856e7268-dce9-4a51-b156-51339e3ad7a6,7790,2023-06-28,9,AFFILIATE,TRUE,,6250,32,Female,4,10003
ab122a6e-23c6-4428-836a-3e7268d1ad95,6310,2023-05-14,8.5,WEB,,,4990,56,Female,1,10008
95f1df9d-4b5d-4870-866c-2bb346d0ad4f,9540,2023-05-30,9,AGENT,TRUE,,2370,47,Male,5,10008
083d15be-987d-4baa-9cf4-f80786e9be0e,6010,2023-03-08,8.5,AFFILIATE,TRUE,,5450,26,Male,3,10007
a5c5c9b5-c1ca-42e3-9102-930aa5bc1b07,8120,2023-02-05,9,AGENT,,,2170,59,Female,1,10006
f0a66ba9-f404-401a-b659-f410c63143c8,5490,2023-01-09,8.5,DIRECT_SELLING,TRUE,,5020,48,F,4,10004
152a8d24-a259-480f-a93a-77e93e89c8f9,13960,2023-01-06,10,WEB,TRUE,TRUE,3970,34,F,4,10002
5f7fd7ef-6b0a-44e8-883e-8b29afbd7b86,5740,2023-01-18,8.5,DIRECT_SELLING,TRUE,,5290,30,Female,4,10004
c3a1e373-19d0-40b0-af92-1ae252a4aff8,4200,2023-06-02,8,AFFILIATE,TRUE,,4480,28,Male,3,10005
8de75d75-5d38-4577-976e-4b200204e537,12110,2023-03-02,9.5,AFFILIATE,TRUE,,2440,27,Female,4,10009
57b59812-4f3b-42d6-a691-85b565fa7373,4350,2023-06-13,8,WEB,TRUE,,2030,34,Female,5,10005
347b6c99-4320-414d-adc2-50144cbd67bc,1110,2023-02-24,7.5,AGENT,TRUE,,2780,22,Female,3,10003
dd8302ea-8253-457c-b1ec-b190dae98c8c,7620,2023-01-10,9,AGENT,TRUE,,5050,53,M,4,10004
3ee4a030-0242-47d8-b0c0-9192383010da,4040,2023-04-05,8,DIRECT_SELLING,TRUE,,6320,27,Female,4,10006
a4c44781-aa5f-4f88-8f73-e2a2ff5765fe,7980,2023-02-28,9,WEB,TRUE,,4620,50,Male,3,10009
205190ed-77be-4a04-89bf-9527dbfb9abf,7740,2023-02-08,9,MOBILE_APP,TRUE,,2670,41,Male,3,10005
5a29f07a-9acd-4eab-a68f-0aececbafacd,8470,2023-06-01,9,MOBILE_APP,TRUE,,2050,43,Male,3,10009
c84d5c05-21e1-4e97-86c8-79fa949dbe5d,3390,2023-05-15,8,MOBILE_APP,TRUE,,3530,56,Female,3,10008
a4895d35-8329-4a18-9d95-08e914cb927a,11610,2023-02-13,9.5,WEB,TRUE,,3420,52,Female,5,10006
1c9d4eeb-8dc9-415c-81ee-326e7ed08bd0,4980,2023-03-20,8,AGENT,TRUE,,6460,53,Female,5,10005
dd1adfa5-eaa3-4c8d-8130-ca15cdfd3586,11690,2023-05-03,9.5,DIRECT_SELLING,TRUE,,5560,57,Male,3,10006
fc4e8d2a-837f-4682-93b9-46e546da170a,7150,2023-01-13,8.5,apple_new_v3,,,3060,32,Female,1,10008
f71da09c-510a-49d0-b8ab-2e39b3aac8d9,2830,2023-06-23,8,AFFILIATE,TRUE,,5580,50,Female,4,10004
42acc8d8-4800-4492-8931-2eeec53e4d58,14770,2023-06-25,10,AGENT,TRUE,,4990,27,Female,3,10006
29f015b0-4385-48f3-bb5b-85d2af5a959a,14730,2023-03-10,10,DIRECT_SELLING,TRUE,,2010,37,Female,3,10009
e9739edd-9e0f-423f-92a1-054f55913365,9500,2023-02-16,9,AFFILIATE,,,2420,53,Male,3,10007
f438565d-900f-41bd-a41d-408bf917e547,14750,2023-06-27,10,AGENT,TRUE,,4610,27,Male,5,10007
7665f175-9588-43e8-88af-52cfc494cea9,10950,2023-02-10,9.5,AGENT,TRUE,,3220,59,Male,3,10003
340e4d96-f2de-4e2a-b8d1-e62c2a016556,10430,2023-01-11,9.5,AGENT,TRUE,,3520,28,M,4,10005
b8236a62-80de-477f-a424-f5d0c187545a,14730,2023-06-21,10,DIRECT_SELLING,,,2830,24,Female,2,10007
0e9ff354-9ea0-4a1c-871a-9a746fe7b5e0,9530,2023-04-02,9,DIRECT_SELLING,TRUE,,6270,60,Female,5,10004
ee56fc13-dca7-4378-aa81-b766686ec1f4,12530,2023-02-21,10,AFFILIATE,,,5370,35,Male,3,10007
d420639e-8d57-4e6b-addb-74655f5535fe,7840,2023-04-23,9,WEB,TRUE,,3720,60,Male,4,10008
ef50fe21-b087-44c2-8424-000ef1aceb83,14100,2023-06-08,10,DIRECT_SELLING,,,5050,47,Female,2,10009
4db03d36-07bd-4a32-9d79-b678092ef3d0,13730,2023-03-31,10,DIRECT_SELLING,TRUE,,5570,42,Female,5,10005
3f53f4ba-c871-4212-8977-e684e3089d6c,8060,2023-02-07,9,DIRECT_SELLING,TRUE,,5590,50,Male,4,10004
fb5f2e61-e651-4b20-a66a-e23ab5301b8d,13370,2023-05-28,10,WEB,TRUE,,6320,54,Female,3,10007
bcf241b8-50df-489a-a7a4-9b58bc7af620,4100,2023-01-30,8,MOBILE_APP,TRUE,,6250,27,Female,3,10009
f13bb50b-6780-46f7-860a-c96a9e26800c,11790,2023-06-17,9.5,WEB,TRUE,,6150,56,Male,5,10005
758f25bb-34d6-468e-9bdf-6c2a7d729789,13410,2023-05-29,10,DIRECT_SELLING,TRUE,,2490,48,Female,4,10007
5fb226e9-d3d7-4f63-9c6a-6b842584b860,10750,2023-04-16,9.5,MOBILE_APP,TRUE,,2480,44,Male,3,10004
5fb226e9-d3d7-4f63-9c6a-6b842584b860,10750,2023-04-16,9.5,MOBILE_APP,TRUE,,2480,44,Male,3,10004
44d4d34f-b20f-4166-9536-7b3421cf4b45,12870,2023-02-24,10,DIRECT_SELLING,TRUE,,4910,29,Female,5,10005
75558ccf-0363-43ce-952a-3f6d13694488,7260,2023-03-12,8.5,AGENT,,,3970,56,Female,3,10007
e2223a1b-4034-4cde-bcbf-b602ee6414bf,8380,2023-01-26,9,WEB,TRUE,,6360,41,Male,4,10008
54e55ca6-f54e-4e45-a93d-eedef89f01b7,5060,2023-05-22,8.5,DIRECT_SELLING,TRUE,,6410,44,Male,4,10003
dfb1b4ab-2a48-4c54-a8ce-2b8d17ab0d92,6620,2023-04-30,8.5,AGENT,TRUE,,5080,23,Male,3,10004
557bbf35-ca90-4385-83f4-a5a754c6a605,6810,2023-06-16,8.5,AGENT,TRUE,,5330,25,Male,4,10009
1a653f70-abda-4a8f-ae11-b8f31b82b592,1220,2023-01-26,7.5,AGENT,,,5780,48,Female,3,10006
a00682fe-9965-4ee8-807d-9cbad467e8fc,14380,2023-02-03,10,WEB,TRUE,,3620,41,Male,5,10003
805bdf59-b69c-462d-b022-a29f8179f911,1870,2023-06-17,7.5,WEB,TRUE,,5520,22,Male,4,10003
4c41c53d-924e-432d-b16d-0ee429ff9b4e,7980,2023-01-30,9,WEB,TRUE,,5050,32,Female,3,10009
9588cb28-1119-43bb-80f7-2c29b3ebf30f,1500,2023-04-30,7.5,AGENT,TRUE,,6110,54,Female,4,10005
aac3b3fd-2cb9-42fe-a623-6acafb6ccebb,10220,2023-03-17,9.5,WEB,TRUE,,5910,42,Female,3,10006
82fc9ddb-33d0-4825-beaf-143aba368cd7,6420,2023-02-21,8.5,DIRECT_SELLING,TRUE,,5340,53,Female,5,10009
35a2b791-c910-4430-8e65-49b4254d5ac8,11550,2023-06-21,9.5,MOBILE_APP,TRUE,,2630,35,Female,4,10003
5146d862-9b9a-4a3f-9e7c-171560847b44,7350,2023-06-06,8.5,DIRECT_SELLING,TRUE,,2550,32,Male,4,10007
d1d3f501-9f89-4f5a-afbd-53f1f87873f4,11430,2023-06-21,9.5,WEB,TRUE,,3930,52,Male,5,10009
050999f6-dbe7-4329-a9a0-3123cb0d1c1e,3220,2023-03-31,8,MOBILE_APP,TRUE,,3480,26,Male,4,10003
a02aa6f4-f4ff-4508-a608-08ac12b42b00,2270,2023-05-12,7.5,AGENT,TRUE,,5480,38,Male,3,10004
ca6129ae-572a-4db7-be11-3490f2dd6642,6580,2023-01-03,8.5,DIRECT_SELLING,TRUE,,6100,35,F,4,10004
60b3f449-84ed-468a-87f3-406b277ce04f,8500,2023-03-24,9,AGENT,TRUE,,3500,29,Male,3,10006
9c2dbea3-37d2-410c-91db-f1173a8cb404,14810,2023-05-26,10,AFFILIATE,TRUE,,6240,39,Female,3,10005
d36cb9cf-443f-4477-9676-330c8f981229,11430,2023-01-03,9.5,AGENT,TRUE,,5350,57,F,3,10008
105b5b08-abef-4a47-8707-9d4342bb71d1,2790,2023-03-27,8,MOBILE_APP,TRUE,,2120,49,Male,5,10007
17601e00-6c11-4554-a763-c306576ba486,3950,2023-02-27,8,WEB,TRUE,,3630,28,Male,3,10007
0b4def2e-2c3e-4de3-b6a5-4a6ecf9d48b9,1830,2023-02-06,7.5,MOBILE_APP,,,5950,51,Female,2,10005
6990d701-bd5c-4ca1-b4f0-63b1d818f336,10650,2023-04-08,9.5,DIRECT_SELLING,TRUE,,2610,58,Female,4,10005
c55a4c49-cc78-407f-92fe-934e3c06acc7,3980,2023-03-22,8,DIRECT_SELLING,TRUE,,6240,58,Female,5,10007
b7a3645d-bcf4-41bb-af0a-f6ef9cb90f09,2160,2023-05-17,7.5,DIRECT_SELLING,TRUE,,4850,36,Male,4,10009
e5ce6885-92d7-4e57-9f1e-8e3bf31c935a,6790,2023-04-15,8.5,AFFILIATE,TRUE,,4520,42,Female,3,10006
e5ce6885-92d7-4e57-9f1e-8e3bf31c935a,6790,2023-04-15,8.5,AFFILIATE,TRUE,,4520,42,Female,3,10006
0c963761-3f42-40d0-ae56-66d402e242b7,6900,2023-04-17,8.5,AGENT,TRUE,,6140,23,Female,3,10003
03288431-edb7-46c8-8f82-331d186f2213,8480,2023-01-02,9,WEB,TRUE,TRUE,6250,22,F,4,10002
934029e7-026f-4cfc-949b-d25c66969c04,5860,2023-03-07,8.5,DIRECT_SELLING,TRUE,,5940,46,Male,5,10005
783c72c7-37b5-41a2-a5ed-90c7223cfb9b,1040,2023-02-22,7.5,MOBILE_APP,,,3190,31,Male,1,10008
d59b93da-ae00-48ab-89e8-23cb13d061e2,11870,2023-05-28,9.5,AFFILIATE,TRUE,,5040,36,Female,3,10008
25afb408-1af8-4a12-ab52-015c50baf5ca,4990,2023-05-13,8,WEB,TRUE,,4030,23,Male,4,10009
5ddeb496-11f1-471e-8707-e4229427dd89,10750,2023-01-08,9.5,AFFILIATE,TRUE,,4640,34,M,4,10008
1a6811c1-5637-4a54-b6ce-3e2933e9ba0b,12710,2023-05-11,10,AGENT,TRUE,,4570,39,Female,5,10007
4d710694-d747-454a-b2c5-f4bfed53e44a,3130,2023-06-16,8,MOBILE_APP,TRUE,,3870,53,Female,3,10003
7367a3ce-0ffb-4671-b93e-14e3de0bd209,4000,2023-06-13,8,WEB,TRUE,,5090,51,Male,4,10007
587c032f-587f-4d58-9123-969115ce6b50,7180,2023-05-09,8.5,MOBILE_APP,TRUE,,5570,49,Female,3,10007
fa49666a-62f6-4f44-a750-ec3986f43ef0,9170,2023-05-29,9,AGENT,TRUE,,4470,33,Female,4,10005
190961ce-919a-4ca9-8705-d9e1e0a634b6,12700,2023-03-21,10,WEB,TRUE,,6100,57,Female,5,10004
f0cdd68b-cc65-44ea-aa11-7cd382f1d8f9,11760,2023-05-30,9.5,DIRECT_SELLING,TRUE,,3300,57,Female,3,10009
